"AREA_TYPE","GLOBALID","PM_DISTRICT_ID","PM_DISTRICT_NAME","SDE_ID","shape"
"-",,"11.0","Port of SF","37","MULTIPOLYGON (((-122.40379 37.809998, -122.396454 37.80497, -122.39229 37.79765, -122.38329 37.790993, -122.38019 37.780563, -122.37887 37.77746, -122.37757 37.772648, -122.37734 37.766453, -122.38664 37.763603, -122.387886 37.76353, -122.38798 37.764473, -122.38808 37.765514, -122.38808 37.765526, -122.38821 37.76681, -122.38858 37.770664, -122.38858 37.770668, -122.38859 37.770775, -122.38862 37.771107, -122.388626 37.771202, -122.388626 37.771206, -122.3887 37.771973, -122.38871 37.772068, -122.38871 37.77207, -122.38871 37.77207, -122.38871 37.77207, -122.38881 37.772133, -122.389854 37.772808, -122.389854 37.772808, -122.389854 37.772827, -122.389854 37.77283, -122.38987 37.772987, -122.38987 37.772987, -122.39019 37.77638, -122.390045 37.776463, -122.390045 37.776466, -122.39046 37.777058, -122.39119 37.777634, -122.39157 37.777935, -122.39163 37.77798, -122.391624 37.77798, -122.39149 37.778095, -122.389626 37.77962, -122.389626 37.779625, -122.38983 37.779873, -122.38986 37.779907, -122.38986 37.77991, -122.38972 37.78002, -122.38968 37.780056, -122.389046 37.78056, -122.38905 37.780567, -122.3896 37.78122, -122.389725 37.781364, -122.389755 37.781403, -122.389755 37.781403, -122.38853 37.782413, -122.388535 37.782417, -122.39005 37.783627, -122.390045 37.783627, -122.38829 37.785023, -122.38829 37.785027, -122.38985 37.78623, -122.38985 37.786232, -122.38812 37.787632, -122.38813 37.787636, -122.38914 37.78844, -122.38914 37.788445, -122.3891 37.788475, -122.38897 37.788578, -122.38896 37.788586, -122.38892 37.78856, -122.388435 37.78894, -122.38844 37.788944, -122.38871 37.789497, -122.39012 37.79062, -122.390274 37.79074, -122.390396 37.790836, -122.390396 37.790836, -122.39167 37.79185, -122.39181 37.791965, -122.39185 37.791996, -122.39185 37.792, -122.39181 37.79203, -122.39169 37.792118, -122.39128 37.79243, -122.39129 37.792435, -122.39275 37.79374, -122.39301 37.79397, -122.3935 37.79425, -122.39385 37.794456, -122.39432 37.79479, -122.394615 37.795105, -122.39467 37.795193, -122.39493 37.795586, -122.39517 37.795967, -122.39532 37.79619, -122.39559 37.796417, -122.39565 37.79647, -122.39577 37.796535, -122.39594 37.796646, -122.39603 37.7967, -122.39679 37.796574, -122.3968 37.79658, -122.39696 37.797405, -122.3967 37.79778, -122.3967 37.797783, -122.39767 37.79887, -122.39879 37.79876, -122.39882 37.79891, -122.39883 37.798946, -122.399 37.79972, -122.39946 37.799656, -122.39932 37.798935, -122.39932 37.798935, -122.39977 37.798878, -122.39993 37.799606, -122.40015 37.799583, -122.40035 37.80053, -122.40038 37.80065, -122.40056 37.801456, -122.400566 37.801502, -122.40074 37.802265, -122.40155 37.803196, -122.40188 37.803154, -122.40204 37.80313, -122.40209 37.803123, -122.4021 37.80317, -122.40213 37.803288, -122.40229 37.804016, -122.40324 37.80391, -122.403404 37.80389, -122.40346 37.803883, -122.40346 37.803886, -122.40346 37.803886, -122.40365 37.804855, -122.40528 37.80467, -122.40546 37.805573, -122.407036 37.805374, -122.4072 37.806156, -122.40743 37.80722, -122.40897 37.80705, -122.40898 37.807083, -122.40901 37.807217, -122.40901 37.807217, -122.409195 37.807983, -122.409874 37.808113, -122.412476 37.807774, -122.41263 37.808514, -122.41408 37.80833, -122.414215 37.80831, -122.41572 37.808125, -122.415855 37.808105, -122.41736 37.80792, -122.417496 37.8079, -122.419014 37.80771, -122.41914 37.807693, -122.41914 37.807693, -122.420654 37.807503, -122.42071 37.807495, -122.420784 37.807487, -122.42085 37.807533, -122.42086 37.807537, -122.42099 37.807526, -122.42099 37.807526, -122.42143 37.807476, -122.42145 37.807568, -122.42153 37.80805, -122.42196 37.808414, -122.42311 37.81037, -122.420364 37.811638, -122.4182 37.811764, -122.41127 37.811832, -122.40494 37.810745, -122.40379 37.809998)))"
"-",,"43.0","Potrero Hill","29","MULTIPOLYGON (((-122.3925 37.763798, -122.39151 37.752472, -122.40241 37.751762, -122.40309 37.752415, -122.40364 37.756775, -122.40598 37.75884, -122.406395 37.758827, -122.40662 37.76047, -122.40648 37.761333, -122.40572 37.762253, -122.40553 37.76323, -122.40548 37.764534, -122.40548 37.764538, -122.39322 37.765198, -122.3925 37.763798)))"
"-",,"50.0","Presidio","28","MULTIPOLYGON (((-122.486336 37.79099, -122.478134 37.81149, -122.47628 37.81165, -122.45012 37.807484, -122.44933 37.804726, -122.449936 37.802547, -122.44806 37.800804, -122.44744 37.798023, -122.446365 37.79156, -122.44932 37.79134, -122.4683 37.78761, -122.46847 37.787178, -122.4815 37.787228, -122.486336 37.79099)))"
"-",,"46.0","Russian Hill","16","MULTIPOLYGON (((-122.424126 37.806408, -122.42389 37.80517, -122.41864 37.80583, -122.41143 37.800816, -122.410774 37.797443, -122.41072 37.79718, -122.409775 37.79232, -122.41094 37.792168, -122.410774 37.791603, -122.40932 37.791798, -122.408966 37.79036, -122.41537 37.789574, -122.41537 37.789574, -122.41572 37.79134, -122.41894 37.790916, -122.420815 37.80006, -122.42403 37.79966, -122.42478 37.799564, -122.4257 37.80433, -122.42607 37.806255, -122.424126 37.806408)))"
"-",,"37.0","SFSU","9","MULTIPOLYGON (((-122.486 37.723965, -122.48485 37.727276, -122.48701 37.729477, -122.48679 37.730507, -122.47801 37.730534, -122.47172 37.729855, -122.47154 37.727116, -122.47142 37.712044, -122.48583 37.713917, -122.4855 37.72131, -122.486 37.723965)))"
"-",,"33.0","San Bruno","43","MULTIPOLYGON (((-122.40707 37.732155, -122.40362 37.73317, -122.400986 37.726425, -122.404236 37.72557, -122.40707 37.732155)), ((-122.40715 37.732132, -122.40708 37.732193, -122.40707 37.732155, -122.40715 37.732132)))"
"-",,"42.0","Showplace Square","21","MULTIPOLYGON (((-122.40165 37.77167, -122.40016 37.770477, -122.399826 37.77081, -122.39368 37.76584, -122.39322 37.765198, -122.40548 37.764534, -122.40728 37.76444, -122.4077 37.769234, -122.40951 37.770424, -122.4047 37.774113, -122.401665 37.771683, -122.40165 37.77167)))"
"Pilot",,"2.0","South Embarcadero","33","MULTIPOLYGON (((-122.38844 37.788944, -122.38892 37.788563, -122.38896 37.78859, -122.38898 37.788578, -122.3891 37.788475, -122.38914 37.788445, -122.38914 37.788445, -122.38813 37.78764, -122.38813 37.787636, -122.389854 37.786236, -122.38985 37.786232, -122.38829 37.785027, -122.38829 37.785027, -122.39005 37.78363, -122.390045 37.783627, -122.38853 37.782417, -122.388535 37.782417, -122.389755 37.781403, -122.389755 37.781403, -122.389725 37.781364, -122.3896 37.78122, -122.389046 37.780567, -122.38905 37.780567, -122.38968 37.78006, -122.38983 37.779938, -122.38986 37.779915, -122.38986 37.77991, -122.38983 37.779873, -122.389626 37.779625, -122.389626 37.779625, -122.391495 37.778095, -122.39163 37.777985, -122.391624 37.77798, -122.39157 37.777935, -122.39119 37.777634, -122.39046 37.77706, -122.390045 37.776466, -122.390045 37.776466, -122.39019 37.77638, -122.38987 37.772987, -122.38987 37.772987, -122.389854 37.77283, -122.389854 37.772827, -122.389854 37.772808, -122.389854 37.772808, -122.38881 37.772133, -122.38872 37.772076, -122.38871 37.77207, -122.3887 37.771973, -122.388626 37.771206, -122.388626 37.771202, -122.38862 37.771107, -122.38859 37.770775, -122.38858 37.770668, -122.38858 37.770664, -122.38821 37.76681, -122.38808 37.765526, -122.38808 37.765514, -122.38798 37.764473, -122.38794 37.764095, -122.3925 37.763798, -122.39322 37.765198, -122.39368 37.76584, -122.399826 37.77081, -122.39985 37.77145, -122.39863 37.772854, -122.39658 37.774544, -122.396576 37.774544, -122.39728 37.775116, -122.39728 37.775116, -122.39748 37.775276, -122.39808 37.775764, -122.39808 37.775764, -122.39819 37.77586, -122.398834 37.776382, -122.39899 37.776505, -122.40343 37.780113, -122.40352 37.780186, -122.4035 37.7802, -122.40329 37.780624, -122.4014 37.782085, -122.40124 37.782207, -122.39914 37.78383, -122.39899 37.78395, -122.398026 37.78469, -122.398026 37.78469, -122.397995 37.784676, -122.397995 37.784676, -122.39783 37.78481, -122.39789 37.784866, -122.39694 37.785625, -122.39689 37.785667, -122.39681 37.78573, -122.39481 37.78733, -122.39481 37.787327, -122.39463 37.78732, -122.39446 37.78746, -122.394455 37.78751, -122.39379 37.788025, -122.39364 37.78815, -122.39297 37.78867, -122.392784 37.78874, -122.39271 37.78889, -122.39203 37.789417, -122.3919 37.789516, -122.39117 37.790085, -122.39107 37.790115, -122.391045 37.790157, -122.390396 37.790836, -122.390396 37.79084, -122.390274 37.79074, -122.39012 37.79062, -122.38871 37.789497, -122.38844 37.788944, -122.38844 37.788944)))"
"-",,"26.0","Taraval","15","MULTIPOLYGON (((-122.481064 37.74209, -122.48663 37.741947, -122.48679 37.743317, -122.47903 37.74364, -122.47889 37.74365, -122.47796 37.743687, -122.47782 37.743694, -122.4769 37.743732, -122.47674 37.743736, -122.47475 37.74382, -122.4746 37.743828, -122.46976 37.74403, -122.46963 37.74238, -122.474495 37.742252, -122.47463 37.74225, -122.47662 37.7422, -122.47678 37.742195, -122.47771 37.742172, -122.477844 37.74217, -122.47878 37.742146, -122.47892 37.74214, -122.48093 37.742092, -122.481064 37.74209)))"
"-",,"45.0","Telegraph Hill","23","MULTIPOLYGON (((-122.4072 37.806156, -122.407036 37.805374, -122.40546 37.805573, -122.40528 37.80467, -122.40365 37.804855, -122.40346 37.803886, -122.40346 37.803886, -122.40346 37.803883, -122.402855 37.800323, -122.402855 37.800323, -122.40284 37.80022, -122.40284 37.80022, -122.40259 37.798733, -122.406784 37.79816, -122.40757 37.801846, -122.41082 37.801468, -122.41102 37.80241, -122.412445 37.802242, -122.4147 37.80367, -122.41501 37.805237, -122.41365 37.805305, -122.41362 37.80531, -122.41348 37.805332, -122.41163 37.80563, -122.4072 37.806156)))"
"-",,"13.0","Tenderloin","25","MULTIPOLYGON (((-122.41176 37.781147, -122.41475 37.778717, -122.41516 37.78068, -122.41519 37.7808, -122.41536 37.781605, -122.41538 37.78174, -122.415565 37.78261, -122.41558 37.78267, -122.41575 37.78346, -122.4163 37.78617, -122.41639 37.78634, -122.41639 37.786343, -122.41639 37.786472, -122.41639 37.786476, -122.41639 37.786476, -122.41674 37.788265, -122.415146 37.788464, -122.415146 37.78847, -122.41537 37.789574, -122.41537 37.789574, -122.408966 37.79035, -122.408966 37.79035, -122.408936 37.790207, -122.40891 37.790073, -122.40875 37.78927, -122.40873 37.789146, -122.40857 37.788334, -122.40855 37.788223, -122.40838 37.78739, -122.40836 37.787285, -122.408195 37.786457, -122.40818 37.78635, -122.40801 37.785534, -122.40799 37.785416, -122.4078 37.784424, -122.40827 37.783978, -122.40828 37.783978, -122.40828 37.783978, -122.41176 37.781147)))"
"-",,"27.0","Twin Peaks","12","MULTIPOLYGON (((-122.45532 37.743946, -122.45169 37.74637, -122.450516 37.74528, -122.45425 37.74314, -122.45532 37.743946)))"
"-",,"52.0","USF","46","MULTIPOLYGON (((-122.439064 37.775734, -122.43888 37.774906, -122.43886 37.774803, -122.43868 37.774048, -122.44085 37.773758, -122.453964 37.772186, -122.45454 37.77483, -122.45864 37.774376, -122.459 37.779037, -122.45895 37.77904, -122.45849 37.77906, -122.45651 37.779396, -122.45612 37.779617, -122.45513 37.779953, -122.4469 37.78102, -122.443886 37.781662, -122.44186 37.78185, -122.44043 37.782024, -122.439545 37.777874, -122.4393 37.776783, -122.43927 37.77665, -122.43909 37.77584, -122.439064 37.775734)))"
"Control",,"8.0","Union","38","MULTIPOLYGON (((-122.42403 37.79966, -122.42366 37.797543, -122.42366 37.797516, -122.42393 37.79748, -122.4248 37.797367, -122.437164 37.79576, -122.43745 37.797676, -122.435844 37.79787, -122.43567 37.79802, -122.435455 37.79792, -122.43408 37.798088, -122.43394 37.798107, -122.43383 37.79812, -122.432434 37.79829, -122.4323 37.79831, -122.43214 37.79833, -122.43218 37.798615, -122.42478 37.799564, -122.42403 37.79966)))"
"-",,"16.0","Upper Market","13","MULTIPOLYGON (((-122.4224 37.773193, -122.422386 37.773075, -122.422325 37.773083, -122.42216 37.7731, -122.42195 37.773132, -122.421776 37.773155, -122.421875 37.77308, -122.42201 37.772976, -122.42207 37.77293, -122.42243 37.772526, -122.42203 37.768204, -122.42203 37.768204, -122.42202 37.768097, -122.42188 37.766636, -122.42212 37.766624, -122.42216 37.76662, -122.42441 37.766483, -122.42792 37.76629, -122.433426 37.762543, -122.43313 37.758854, -122.43741 37.758614, -122.43772 37.761677, -122.42551 37.771023, -122.425896 37.77359, -122.42254 37.773987, -122.4224 37.773193)))"
"-",,"38.0","Visitation Valley","27","MULTIPOLYGON (((-122.40745 37.71348, -122.40276 37.711773, -122.40371 37.710117, -122.408356 37.711315, -122.407524 37.713535, -122.40745 37.71348)))"
"Control",,"10.0","West Portal","39","MULTIPOLYGON (((-122.46543 37.74148, -122.46585 37.74101, -122.465195 37.740726, -122.46516 37.740704, -122.46516 37.740704, -122.464874 37.740543, -122.4651 37.739616, -122.46625 37.738857, -122.4707 37.7349, -122.47261 37.7349, -122.47127 37.736923, -122.46967 37.738667, -122.46823 37.741608, -122.466934 37.74155, -122.466354 37.741276, -122.465965 37.74175, -122.46571 37.741627, -122.46561 37.741573, -122.46543 37.74148)))"
"-",,"14.0","Western SoMa","53","MULTIPOLYGON (((-122.396576 37.774544, -122.39863 37.77285, -122.39985 37.77145, -122.399826 37.77081, -122.40016 37.770477, -122.40165 37.77167, -122.401665 37.771683, -122.4047 37.774113, -122.40951 37.770424, -122.4077 37.769234, -122.40728 37.76444, -122.41201 37.764038, -122.413765 37.763706, -122.417175 37.763412, -122.41751 37.7669, -122.41751 37.7669, -122.42188 37.766636, -122.42188 37.766636, -122.42202 37.768097, -122.42203 37.768204, -122.42203 37.768204, -122.422424 37.772522, -122.42207 37.77293, -122.42201 37.772976, -122.421875 37.77308, -122.421776 37.77315, -122.4147 37.77875, -122.41176 37.781147, -122.40828 37.783978, -122.40828 37.783978, -122.40667 37.782677, -122.40654 37.782574, -122.40522 37.781513, -122.405075 37.781506, -122.40492 37.78138, -122.40492 37.78138, -122.404915 37.781265, -122.404915 37.781265, -122.40359 37.780235, -122.40351 37.78018, -122.40343 37.780113, -122.39899 37.776505, -122.39884 37.77638, -122.3982 37.77586, -122.39808 37.77576, -122.39808 37.77576, -122.39748 37.775276, -122.39728 37.775112, -122.39728 37.775112, -122.39658 37.774544, -122.396576 37.774544)))"
